user_id,R,F,M,user_type
276624,0.0,0.0,1,潜力活跃用户
276782,0.0,0.0,1,潜力活跃用户
276850,3.0,1.0,1,潜力活跃用户
276889,0.0,0.0,1,潜力活跃用户
276956,0.0,0.0,1,潜力活跃用户
276983,0.0,0.0,1,潜力活跃用户
277048,0.0,0.0,1,潜力活跃用户
277106,0.0,0.0,1,潜力活跃用户
277116,0.0,0.0,1,潜力活跃用户
277172,0.0,0.0,1,潜力活跃用户
277178,0.0,0.0,1,潜力活跃用户
277431,0.0,0.0,1,潜力活跃用户
277436,0.0,0.0,1,潜力活跃用户
277564,0.0,0.0,1,潜力活跃用户
277569,0.0,0.0,1,潜力活跃用户
277610,0.0,0.0,1,潜力活跃用户
277686,0.0,0.0,1,潜力活跃用户
277709,0.0,0.0,1,潜力活跃用户
277819,0.0,0.0,1,潜力活跃用户
277931,0.0,0.0,1,潜力活跃用户
277951,0.0,0.0,1,潜力活跃用户
277983,0.0,0.0,1,潜力活跃用户
278220,0.0,0.0,1,潜力活跃用户
278260,0.0,0.0,1,潜力活跃用户
278405,0.0,0.0,1,潜力活跃用户
278435,0.0,0.0,1,潜力活跃用户
278453,0.0,0.0,1,潜力活跃用户
278535,0.0,0.0,1,潜力活跃用户
278566,0.0,0.0,1,潜力活跃用户
278586,0.0,0.0,1,潜力活跃用户
278628,0.0,0.0,1,潜力活跃用户
279148,0.0,0.0,1,潜力活跃用户
279236,0.0,0.0,1,潜力活跃用户
279506,0.0,0.0,1,潜力活跃用户
279576,0.0,0.0,1,潜力活跃用户
279610,0.0,0.0,1,潜力活跃用户
279614,0.0,0.0,1,潜力活跃用户
279737,0.0,0.0,1,潜力活跃用户
279776,0.0,0.0,1,潜力活跃用户
279944,0.0,0.0,1,潜力活跃用户
280142,0.0,0.0,1,潜力活跃用户
280215,0.0,0.0,1,潜力活跃用户
280460,0.0,0.0,1,潜力活跃用户
280490,0.0,0.0,1,潜力活跃用户
280690,0.0,0.0,1,潜力活跃用户
280701,0.0,0.0,1,潜力活跃用户
280746,0.0,0.0,1,潜力活跃用户
281004,0.0,0.0,1,潜力活跃用户
281038,0.0,0.0,1,潜力活跃用户
281282,0.0,0.0,1,潜力活跃用户
281298,0.0,0.0,1,潜力活跃用户
281765,0.0,0.0,2,潜力活跃用户
281790,0.0,0.0,1,潜力活跃用户
281948,0.0,0.0,1,潜力活跃用户
281960,3.0,1.0,1,潜力活跃用户
281967,0.0,0.0,1,潜力活跃用户
282011,0.0,0.0,1,潜力活跃用户
282095,0.0,0.0,1,潜力活跃用户
282259,0.0,0.0,1,潜力活跃用户
282339,0.0,0.0,1,潜力活跃用户
282401,0.0,0.0,1,潜力活跃用户
282530,0.0,0.0,1,潜力活跃用户
282579,0.0,0.0,1,潜力活跃用户
282695,0.0,0.0,1,潜力活跃用户
282861,0.0,0.0,1,潜力活跃用户
282958,4.0,1.0,1,潜力活跃用户
283002,0.0,0.0,1,潜力活跃用户
283016,0.0,0.0,1,潜力活跃用户
283219,0.0,0.0,1,潜力活跃用户
283239,0.0,0.0,1,潜力活跃用户
283312,0.0,0.0,1,潜力活跃用户
283387,0.0,0.0,1,潜力活跃用户
283432,0.0,0.0,1,潜力活跃用户
283607,0.0,0.0,1,潜力活跃用户
283703,0.0,0.0,1,潜力活跃用户
283705,0.0,0.0,1,潜力活跃用户
283736,0.0,0.0,1,潜力活跃用户
283845,0.0,0.0,1,潜力活跃用户
283870,0.0,0.0,1,潜力活跃用户
284078,0.0,0.0,1,潜力活跃用户
284124,0.0,0.0,1,潜力活跃用户
284289,0.0,0.0,1,潜力活跃用户
284464,0.0,0.0,1,潜力活跃用户
284637,0.0,0.0,1,潜力活跃用户
284638,2.0,1.0,1,潜力活跃用户
284659,0.0,0.0,1,潜力活跃用户
284738,0.0,0.0,1,潜力活跃用户
285210,0.0,0.0,1,潜力活跃用户
285231,0.0,0.0,1,潜力活跃用户
285435,0.0,0.0,1,潜力活跃用户
285621,0.0,0.0,1,潜力活跃用户
285660,0.0,0.0,1,潜力活跃用户
285683,0.0,0.0,1,潜力活跃用户
285703,0.0,0.0,1,潜力活跃用户
285761,0.0,0.0,1,潜力活跃用户
286173,0.0,0.0,1,潜力活跃用户
286299,0.0,0.0,1,潜力活跃用户
286341,0.0,0.0,1,潜力活跃用户
286470,0.0,0.0,1,潜力活跃用户
286482,0.0,0.0,1,潜力活跃用户
286528,0.0,0.0,1,潜力活跃用户
286647,0.0,0.0,1,潜力活跃用户
286703,0.0,0.0,1,潜力活跃用户
286803,0.0,0.0,1,潜力活跃用户
286865,0.0,0.0,1,潜力活跃用户
286970,0.0,0.0,1,潜力活跃用户
287055,0.0,0.0,1,潜力活跃用户
287138,0.0,0.0,1,潜力活跃用户
287429,0.0,0.0,1,潜力活跃用户
287494,0.0,0.0,1,潜力活跃用户
287566,0.0,0.0,1,潜力活跃用户
287595,0.0,0.0,1,潜力活跃用户
287631,0.0,0.0,1,潜力活跃用户
287954,0.0,0.0,1,潜力活跃用户
287955,0.0,0.0,1,潜力活跃用户
288027,0.0,0.0,1,潜力活跃用户
288116,0.0,0.0,1,潜力活跃用户
288228,0.0,0.0,1,潜力活跃用户
288500,0.0,0.0,1,潜力活跃用户
288534,0.0,0.0,1,潜力活跃用户
288544,0.0,0.0,1,潜力活跃用户
288628,0.0,0.0,1,潜力活跃用户
288804,0.0,0.0,1,潜力活跃用户
288862,0.0,0.0,1,潜力活跃用户
289003,0.0,0.0,1,潜力活跃用户
289341,0.0,0.0,1,潜力活跃用户
289352,0.0,0.0,1,潜力活跃用户
289473,0.0,0.0,1,潜力活跃用户
289717,0.0,0.0,1,潜力活跃用户
289724,0.0,0.0,1,潜力活跃用户
289948,0.0,0.0,1,潜力活跃用户
289960,0.0,0.0,1,潜力活跃用户
290127,0.0,0.0,1,潜力活跃用户
290152,0.0,0.0,1,潜力活跃用户
290291,0.0,0.0,1,潜力活跃用户
290304,0.0,0.0,1,潜力活跃用户
290654,0.0,0.0,1,潜力活跃用户
290753,0.0,0.0,1,潜力活跃用户
290831,0.0,0.0,1,潜力活跃用户
290849,0.0,0.0,1,潜力活跃用户
290856,0.0,0.0,1,潜力活跃用户
291052,0.0,0.0,1,潜力活跃用户
291057,0.0,0.0,1,潜力活跃用户
291069,0.0,0.0,1,潜力活跃用户
291198,0.0,0.0,1,潜力活跃用户
291303,0.0,0.0,1,潜力活跃用户
291355,0.0,0.0,1,潜力活跃用户
291367,0.0,0.0,1,潜力活跃用户
291449,0.0,0.0,1,潜力活跃用户
291510,0.0,0.0,1,潜力活跃用户
291751,7.0,1.0,1,沉睡流失用户
291918,0.0,0.0,1,潜力活跃用户
292219,0.0,0.0,1,潜力活跃用户
292288,0.0,0.0,1,潜力活跃用户
292352,0.0,0.0,1,潜力活跃用户
292355,0.0,0.0,1,潜力活跃用户
292361,0.0,0.0,1,潜力活跃用户
292388,0.0,0.0,1,潜力活跃用户
292402,0.0,0.0,1,潜力活跃用户
292521,0.0,0.0,1,潜力活跃用户
292686,0.0,0.0,1,潜力活跃用户
293064,0.0,0.0,1,潜力活跃用户
293187,0.0,0.0,1,潜力活跃用户
293211,0.0,0.0,1,潜力活跃用户
293240,0.0,0.0,1,潜力活跃用户
293320,0.0,0.0,1,潜力活跃用户
293355,0.0,0.0,1,潜力活跃用户
293514,0.0,0.0,1,潜力活跃用户
293632,0.0,0.0,1,潜力活跃用户
293733,0.0,0.0,1,潜力活跃用户
293776,0.0,0.0,1,潜力活跃用户
293879,0.0,0.0,1,潜力活跃用户
294062,0.0,0.0,1,潜力活跃用户
294081,0.0,0.0,1,潜力活跃用户
294136,0.0,0.0,1,潜力活跃用户
294147,7.0,1.0,1,沉睡流失用户
294390,0.0,0.0,1,潜力活跃用户
294426,0.0,0.0,1,潜力活跃用户
294741,0.0,0.0,1,潜力活跃用户
294785,0.0,0.0,1,潜力活跃用户
294880,0.0,0.0,1,潜力活跃用户
294928,0.0,0.0,1,潜力活跃用户
295124,0.0,0.0,1,潜力活跃用户
295258,0.0,0.0,1,潜力活跃用户
295355,0.0,0.0,1,潜力活跃用户
295417,0.0,0.0,1,潜力活跃用户
295526,0.0,0.0,1,潜力活跃用户
295593,0.0,0.0,1,潜力活跃用户
295834,0.0,0.0,1,潜力活跃用户
295967,0.0,0.0,1,潜力活跃用户
296203,0.0,0.0,1,潜力活跃用户
296533,0.0,0.0,1,潜力活跃用户
296723,0.0,0.0,1,潜力活跃用户
296746,0.0,0.0,1,潜力活跃用户
296870,0.0,0.0,1,潜力活跃用户
296893,0.0,0.0,1,潜力活跃用户
297073,0.0,0.0,1,潜力活跃用户
297077,0.0,0.0,1,潜力活跃用户
297159,0.0,0.0,1,潜力活跃用户
297166,0.0,0.0,1,潜力活跃用户
297250,0.0,0.0,1,潜力活跃用户
297534,0.0,0.0,1,潜力活跃用户
297700,0.0,0.0,1,潜力活跃用户
297813,0.0,0.0,1,潜力活跃用户
297914,0.0,0.0,1,潜力活跃用户
297922,0.0,0.0,1,潜力活跃用户
298077,0.0,0.0,1,潜力活跃用户
298301,0.0,0.0,1,潜力活跃用户
298365,0.0,0.0,1,潜力活跃用户
298462,0.0,0.0,1,潜力活跃用户
298528,0.0,0.0,1,潜力活跃用户
298755,0.0,0.0,1,潜力活跃用户
298771,0.0,0.0,1,潜力活跃用户
298800,0.0,0.0,1,潜力活跃用户
298969,0.0,0.0,1,潜力活跃用户
299097,0.0,0.0,1,潜力活跃用户
299209,0.0,0.0,1,潜力活跃用户
299357,3.0,1.0,1,潜力活跃用户
299519,0.0,0.0,1,潜力活跃用户
299638,0.0,0.0,1,潜力活跃用户
299858,0.0,0.0,1,潜力活跃用户
299860,0.0,0.0,1,潜力活跃用户
299869,0.0,0.0,1,潜力活跃用户
299877,0.0,0.0,1,潜力活跃用户
300030,0.0,0.0,1,潜力活跃用户
300095,0.0,0.0,1,潜力活跃用户
300149,0.0,0.0,1,潜力活跃用户
300259,0.0,0.0,1,潜力活跃用户
300496,0.0,0.0,1,潜力活跃用户
300518,0.0,0.0,1,潜力活跃用户
300646,0.0,0.0,1,潜力活跃用户
300694,0.0,0.0,1,潜力活跃用户
300886,0.0,0.0,1,潜力活跃用户
300889,0.0,0.0,1,潜力活跃用户
300897,0.0,0.0,1,潜力活跃用户
300937,0.0,0.0,1,潜力活跃用户
300994,0.0,0.0,1,潜力活跃用户
301122,0.0,0.0,1,潜力活跃用户
301370,0.0,0.0,1,潜力活跃用户
301504,0.0,0.0,1,潜力活跃用户
301705,0.0,0.0,1,潜力活跃用户
301781,0.0,0.0,1,潜力活跃用户
301862,0.0,0.0,1,潜力活跃用户
302065,0.0,0.0,1,潜力活跃用户
302242,0.0,0.0,1,潜力活跃用户
302255,0.0,0.0,1,潜力活跃用户
302398,0.0,0.0,1,潜力活跃用户
302478,0.0,0.0,1,潜力活跃用户
302503,0.0,0.0,1,潜力活跃用户
302539,0.0,0.0,1,潜力活跃用户
302601,0.0,0.0,1,潜力活跃用户
302768,0.0,0.0,1,潜力活跃用户
302899,0.0,0.0,1,潜力活跃用户
302910,0.0,0.0,1,潜力活跃用户
302951,0.0,0.0,1,潜力活跃用户
303157,0.0,0.0,1,潜力活跃用户
303324,0.0,0.0,1,潜力活跃用户
303612,0.0,0.0,1,潜力活跃用户
303617,0.0,0.0,1,潜力活跃用户
303641,0.0,0.0,1,潜力活跃用户
303672,0.0,0.0,1,潜力活跃用户
303858,0.0,0.0,1,潜力活跃用户
303861,0.0,0.0,1,潜力活跃用户
303919,0.0,0.0,1,潜力活跃用户
303977,0.0,0.0,1,潜力活跃用户
304099,0.0,0.0,1,潜力活跃用户
304110,0.0,0.0,1,潜力活跃用户
304184,0.0,1.0,1,潜力活跃用户
304195,0.0,0.0,1,潜力活跃用户
304211,0.0,0.0,1,潜力活跃用户
304399,0.0,0.0,1,潜力活跃用户
304462,0.0,0.0,1,潜力活跃用户
304578,0.0,0.0,1,潜力活跃用户
304837,0.0,0.0,1,潜力活跃用户
305067,0.0,0.0,1,潜力活跃用户
305113,0.0,0.0,1,潜力活跃用户
305188,0.0,0.0,1,潜力活跃用户
305377,0.0,0.0,1,潜力活跃用户
305499,0.0,0.0,1,潜力活跃用户
305732,0.0,0.0,1,潜力活跃用户
305965,0.0,0.0,1,潜力活跃用户
306130,0.0,0.0,1,潜力活跃用户
306256,0.0,0.0,1,潜力活跃用户
306294,0.0,0.0,1,潜力活跃用户
306381,0.0,0.0,1,潜力活跃用户
306384,0.0,0.0,1,潜力活跃用户
306445,0.0,0.0,1,潜力活跃用户
306485,0.0,0.0,1,潜力活跃用户
306666,0.0,0.0,1,潜力活跃用户
306871,0.0,0.0,2,潜力活跃用户
307107,0.0,0.0,1,潜力活跃用户
307272,0.0,0.0,1,潜力活跃用户
307321,0.0,0.0,1,潜力活跃用户
307356,0.0,0.0,1,潜力活跃用户
307364,0.0,0.0,1,潜力活跃用户
307392,0.0,0.0,1,潜力活跃用户
307526,0.0,0.0,1,潜力活跃用户
307595,0.0,0.0,1,潜力活跃用户
307596,0.0,0.0,1,潜力活跃用户
307604,0.0,0.0,1,潜力活跃用户
307683,0.0,0.0,1,潜力活跃用户
307792,0.0,0.0,1,潜力活跃用户
307877,0.0,0.0,1,潜力活跃用户
308025,0.0,0.0,1,潜力活跃用户
308072,0.0,0.0,1,潜力活跃用户
308105,0.0,0.0,1,潜力活跃用户
308116,0.0,0.0,1,潜力活跃用户
308137,0.0,0.0,1,潜力活跃用户
308278,0.0,0.0,1,潜力活跃用户
308437,0.0,0.0,1,潜力活跃用户
308457,0.0,0.0,1,潜力活跃用户
308487,0.0,0.0,1,潜力活跃用户
308550,0.0,0.0,1,潜力活跃用户
308616,0.0,0.0,1,潜力活跃用户
308682,0.0,0.0,1,潜力活跃用户
308690,0.0,0.0,1,潜力活跃用户
308794,0.0,0.0,1,潜力活跃用户
308968,0.0,0.0,1,潜力活跃用户
309009,0.0,0.0,1,潜力活跃用户
309080,0.0,0.0,1,潜力活跃用户
309092,0.0,0.0,1,潜力活跃用户
309251,0.0,0.0,1,潜力活跃用户
309316,0.0,0.0,1,潜力活跃用户
309318,0.0,0.0,1,潜力活跃用户
309472,0.0,0.0,1,潜力活跃用户
309504,0.0,0.0,1,潜力活跃用户
309607,0.0,0.0,1,潜力活跃用户
309684,0.0,0.0,1,潜力活跃用户
309924,0.0,0.0,1,潜力活跃用户
309988,0.0,1.0,1,潜力活跃用户
310066,0.0,0.0,2,潜力活跃用户
310100,0.0,0.0,1,潜力活跃用户
310350,0.0,0.0,1,潜力活跃用户
310451,0.0,0.0,1,潜力活跃用户
310612,0.0,0.0,1,潜力活跃用户
310619,0.0,0.0,1,潜力活跃用户
310626,0.0,0.0,1,潜力活跃用户
310919,0.0,0.0,1,潜力活跃用户
310960,0.0,0.0,1,潜力活跃用户
311027,0.0,0.0,1,潜力活跃用户
311462,0.0,0.0,1,潜力活跃用户
311478,0.0,0.0,1,潜力活跃用户
311530,0.0,0.0,1,潜力活跃用户
311664,0.0,0.0,1,潜力活跃用户
311866,0.0,0.0,1,潜力活跃用户
311888,0.0,0.0,1,潜力活跃用户
311953,0.0,0.0,1,潜力活跃用户
311957,0.0,0.0,1,潜力活跃用户
312008,0.0,0.0,1,潜力活跃用户
312314,0.0,0.0,1,潜力活跃用户
312322,0.0,0.0,1,潜力活跃用户
312380,0.0,0.0,1,潜力活跃用户
312603,0.0,0.0,1,潜力活跃用户
312664,0.0,0.0,1,潜力活跃用户
312684,0.0,0.0,1,潜力活跃用户
312723,0.0,0.0,1,潜力活跃用户
312820,0.0,0.0,1,潜力活跃用户
312885,0.0,0.0,1,潜力活跃用户
312908,0.0,0.0,1,潜力活跃用户
313159,0.0,0.0,1,潜力活跃用户
313230,0.0,0.0,1,潜力活跃用户
313282,0.0,0.0,1,潜力活跃用户
313345,0.0,0.0,1,潜力活跃用户
313393,0.0,0.0,1,潜力活跃用户
313408,0.0,0.0,1,潜力活跃用户
313422,0.0,0.0,1,潜力活跃用户
313456,0.0,0.0,1,潜力活跃用户
313530,0.0,0.0,2,潜力活跃用户
313586,0.0,0.0,1,潜力活跃用户
313644,0.0,0.0,1,潜力活跃用户
313772,0.0,0.0,1,潜力活跃用户
313811,0.0,0.0,1,潜力活跃用户
313994,0.0,0.0,1,潜力活跃用户
314076,0.0,0.0,1,潜力活跃用户
314225,0.0,0.0,1,潜力活跃用户
314493,0.0,0.0,1,潜力活跃用户
314512,0.0,0.0,1,潜力活跃用户
314656,0.0,0.0,1,潜力活跃用户
314725,0.0,0.0,1,潜力活跃用户
315336,0.0,0.0,1,潜力活跃用户
315390,0.0,0.0,1,潜力活跃用户
315446,0.0,0.0,1,潜力活跃用户
315574,0.0,0.0,1,潜力活跃用户
315601,0.0,0.0,1,潜力活跃用户
315611,0.0,0.0,1,潜力活跃用户
315830,0.0,0.0,1,潜力活跃用户
315861,0.0,0.0,1,潜力活跃用户
315950,0.0,0.0,1,潜力活跃用户
316079,0.0,0.0,1,潜力活跃用户
316102,0.0,0.0,1,潜力活跃用户
316117,0.0,0.0,1,潜力活跃用户
316272,0.0,0.0,1,潜力活跃用户
316444,0.0,0.0,1,潜力活跃用户
316463,0.0,0.0,1,潜力活跃用户
316729,0.0,0.0,1,潜力活跃用户
316730,0.0,0.0,1,潜力活跃用户
316806,0.0,0.0,1,潜力活跃用户
316809,0.0,0.0,1,潜力活跃用户
316975,0.0,0.0,1,潜力活跃用户
317024,0.0,0.0,1,潜力活跃用户
317206,0.0,0.0,1,潜力活跃用户
317410,0.0,0.0,1,潜力活跃用户
317491,0.0,0.0,1,潜力活跃用户
317492,0.0,0.0,1,潜力活跃用户
317525,1.0,1.0,1,潜力活跃用户
317775,0.0,0.0,1,潜力活跃用户
317800,0.0,0.0,1,潜力活跃用户
318125,0.0,0.0,1,潜力活跃用户
318237,0.0,0.0,1,潜力活跃用户
318315,0.0,0.0,1,潜力活跃用户
318498,0.0,0.0,1,潜力活跃用户
318545,0.0,0.0,1,潜力活跃用户
318571,0.0,0.0,1,潜力活跃用户
318603,1.0,1.0,1,潜力活跃用户
318625,0.0,0.0,1,潜力活跃用户
318667,0.0,0.0,1,潜力活跃用户
318798,0.0,0.0,1,潜力活跃用户
318816,0.0,0.0,1,潜力活跃用户
318863,0.0,0.0,1,潜力活跃用户
318905,0.0,0.0,1,潜力活跃用户
319172,0.0,0.0,1,潜力活跃用户
319320,0.0,0.0,1,潜力活跃用户
319387,0.0,0.0,1,潜力活跃用户
319467,0.0,0.0,1,潜力活跃用户
319645,0.0,0.0,1,潜力活跃用户
319843,0.0,0.0,1,潜力活跃用户
320155,0.0,0.0,1,潜力活跃用户
320356,-1.0,1.0,1,潜力活跃用户
320592,0.0,0.0,1,潜力活跃用户
320597,0.0,0.0,1,潜力活跃用户
320926,0.0,0.0,1,潜力活跃用户
321053,0.0,0.0,1,潜力活跃用户
321115,0.0,0.0,1,潜力活跃用户
321126,0.0,0.0,1,潜力活跃用户
321290,0.0,0.0,1,潜力活跃用户
321378,0.0,0.0,1,潜力活跃用户
321394,0.0,0.0,1,潜力活跃用户
321588,0.0,0.0,1,潜力活跃用户
321815,0.0,0.0,1,潜力活跃用户
321854,7.0,1.0,1,沉睡流失用户
321883,0.0,0.0,1,潜力活跃用户
321979,0.0,0.0,1,潜力活跃用户
322149,0.0,0.0,1,潜力活跃用户
322219,0.0,0.0,1,潜力活跃用户
322330,0.0,0.0,1,潜力活跃用户
322370,0.0,0.0,1,潜力活跃用户
322496,0.0,0.0,1,潜力活跃用户
322665,0.0,0.0,1,潜力活跃用户
322704,0.0,0.0,1,潜力活跃用户
322767,0.0,0.0,1,潜力活跃用户
322898,0.0,0.0,1,潜力活跃用户
322907,0.0,0.0,1,潜力活跃用户
322918,0.0,0.0,1,潜力活跃用户
323255,0.0,0.0,1,潜力活跃用户
323274,0.0,0.0,1,潜力活跃用户
323515,0.0,0.0,1,潜力活跃用户
323648,0.0,0.0,1,潜力活跃用户
323772,0.0,0.0,1,潜力活跃用户
323826,0.0,0.0,1,潜力活跃用户
323919,0.0,0.0,1,潜力活跃用户
324113,0.0,0.0,1,潜力活跃用户
324276,0.0,0.0,1,潜力活跃用户
324325,0.0,0.0,1,潜力活跃用户
324344,0.0,0.0,1,潜力活跃用户
324378,0.0,0.0,1,潜力活跃用户
324498,0.0,0.0,1,潜力活跃用户
324522,0.0,0.0,1,潜力活跃用户
324756,0.0,0.0,1,潜力活跃用户
324859,0.0,0.0,1,潜力活跃用户
324885,0.0,0.0,1,潜力活跃用户
325318,0.0,0.0,1,潜力活跃用户
325321,0.0,0.0,1,潜力活跃用户
325328,0.0,0.0,1,潜力活跃用户
325401,0.0,0.0,1,潜力活跃用户
325452,0.0,0.0,1,潜力活跃用户
325554,0.0,0.0,1,潜力活跃用户
325586,0.0,0.0,1,潜力活跃用户
325663,0.0,0.0,1,潜力活跃用户
325716,0.0,0.0,1,潜力活跃用户
325924,0.0,0.0,1,潜力活跃用户
326006,0.0,0.0,1,潜力活跃用户
326056,0.0,0.0,1,潜力活跃用户
326190,0.0,0.0,1,潜力活跃用户
326214,0.0,0.0,1,潜力活跃用户
326279,0.0,0.0,1,潜力活跃用户
326281,0.0,0.0,1,潜力活跃用户
326575,0.0,0.0,1,潜力活跃用户
326631,2.0,1.0,1,潜力活跃用户
326741,0.0,0.0,1,潜力活跃用户
326807,0.0,0.0,1,潜力活跃用户
326966,0.0,0.0,1,潜力活跃用户
327047,0.0,0.0,1,潜力活跃用户
327166,0.0,0.0,1,潜力活跃用户
327290,0.0,0.0,1,潜力活跃用户
327388,0.0,0.0,1,潜力活跃用户
327539,0.0,0.0,1,潜力活跃用户
327669,0.0,0.0,1,潜力活跃用户
327841,0.0,0.0,1,潜力活跃用户
328122,0.0,0.0,1,潜力活跃用户
328169,0.0,0.0,1,潜力活跃用户
328402,0.0,0.0,1,潜力活跃用户
328415,0.0,0.0,1,潜力活跃用户
328467,0.0,0.0,1,潜力活跃用户
328848,0.0,0.0,1,潜力活跃用户
328891,0.0,0.0,1,潜力活跃用户
329005,0.0,0.0,1,潜力活跃用户
329050,0.0,0.0,1,潜力活跃用户
329093,0.0,0.0,1,潜力活跃用户
329223,0.0,0.0,1,潜力活跃用户
329267,0.0,0.0,1,潜力活跃用户
329304,0.0,0.0,1,潜力活跃用户
329477,0.0,0.0,1,潜力活跃用户
329530,0.0,0.0,1,潜力活跃用户
329864,0.0,0.0,1,潜力活跃用户
329919,0.0,0.0,1,潜力活跃用户
330286,0.0,0.0,1,潜力活跃用户
330306,0.0,0.0,1,潜力活跃用户
330369,0.0,0.0,1,潜力活跃用户
330420,2.0,1.0,1,潜力活跃用户
330508,0.0,0.0,1,潜力活跃用户
330616,0.0,0.0,1,潜力活跃用户
330644,0.0,0.0,1,潜力活跃用户
330713,0.0,0.0,1,潜力活跃用户
330735,0.0,0.0,1,潜力活跃用户
330856,0.0,0.0,1,潜力活跃用户
330883,0.0,0.0,1,潜力活跃用户
330987,0.0,0.0,1,潜力活跃用户
331049,0.0,0.0,1,潜力活跃用户
331057,0.0,0.0,1,潜力活跃用户
331068,0.0,0.0,1,潜力活跃用户
331201,0.0,0.0,1,潜力活跃用户
331209,0.0,0.0,1,潜力活跃用户
331305,0.0,0.0,1,潜力活跃用户
331368,0.0,0.0,1,潜力活跃用户
331514,0.0,0.0,1,潜力活跃用户
331598,0.0,0.0,1,潜力活跃用户
331780,0.0,0.0,1,潜力活跃用户
331826,0.0,0.0,1,潜力活跃用户
331966,0.0,0.0,1,潜力活跃用户
332005,0.0,0.0,1,潜力活跃用户
332171,0.0,0.0,1,潜力活跃用户
332181,0.0,0.0,1,潜力活跃用户
332262,0.0,0.0,1,潜力活跃用户
332349,0.0,0.0,1,潜力活跃用户
332401,0.0,0.0,1,潜力活跃用户
332555,0.0,0.0,1,潜力活跃用户
332798,0.0,0.0,1,潜力活跃用户
332872,0.0,0.0,1,潜力活跃用户
332943,7.0,1.0,1,沉睡流失用户
333092,0.0,0.0,1,潜力活跃用户
333114,0.0,0.0,1,潜力活跃用户
333195,0.0,0.0,1,潜力活跃用户
333299,0.0,0.0,1,潜力活跃用户
333445,0.0,0.0,1,潜力活跃用户
333555,0.0,0.0,1,潜力活跃用户
333645,0.0,0.0,1,潜力活跃用户
333668,0.0,0.0,1,潜力活跃用户
333693,0.0,0.0,1,潜力活跃用户
333732,0.0,0.0,1,潜力活跃用户
333760,0.0,0.0,1,潜力活跃用户
333765,0.0,0.0,1,潜力活跃用户
333991,0.0,0.0,1,潜力活跃用户
333994,0.0,0.0,1,潜力活跃用户
334179,0.0,0.0,1,潜力活跃用户
334421,0.0,0.0,1,潜力活跃用户
334853,0.0,0.0,1,潜力活跃用户
334913,0.0,0.0,1,潜力活跃用户
334914,0.0,0.0,1,潜力活跃用户
335135,0.0,0.0,1,潜力活跃用户
335137,0.0,0.0,1,潜力活跃用户
335368,0.0,0.0,1,潜力活跃用户
335373,0.0,0.0,1,潜力活跃用户
335485,0.0,0.0,1,潜力活跃用户
335506,0.0,0.0,1,潜力活跃用户
335624,0.0,0.0,1,潜力活跃用户
335681,0.0,0.0,1,潜力活跃用户
335908,0.0,0.0,1,潜力活跃用户
335999,0.0,0.0,1,潜力活跃用户
336068,0.0,0.0,1,潜力活跃用户
336212,0.0,0.0,1,潜力活跃用户
336258,0.0,0.0,1,潜力活跃用户
336425,0.0,0.0,1,潜力活跃用户
336469,0.0,0.0,1,潜力活跃用户
336531,0.0,0.0,1,潜力活跃用户
336629,0.0,0.0,1,潜力活跃用户
337024,0.0,0.0,1,潜力活跃用户
337080,0.0,0.0,1,潜力活跃用户
337093,0.0,0.0,1,潜力活跃用户
337147,0.0,0.0,1,潜力活跃用户
337353,0.0,0.0,1,潜力活跃用户
337491,0.0,0.0,1,潜力活跃用户
337506,0.0,0.0,1,潜力活跃用户
337566,0.0,0.0,1,潜力活跃用户
337587,0.0,0.0,1,潜力活跃用户
337759,0.0,0.0,1,潜力活跃用户
337845,0.0,0.0,1,潜力活跃用户
337887,0.0,0.0,1,潜力活跃用户
337903,0.0,0.0,1,潜力活跃用户
338264,0.0,0.0,1,潜力活跃用户
338545,0.0,0.0,1,潜力活跃用户
338592,0.0,0.0,1,潜力活跃用户
338694,0.0,0.0,1,潜力活跃用户
338760,0.0,0.0,1,潜力活跃用户
338868,0.0,0.0,1,潜力活跃用户
338944,0.0,0.0,1,潜力活跃用户
339039,0.0,0.0,1,潜力活跃用户
339065,0.0,0.0,1,潜力活跃用户
339081,0.0,0.0,1,潜力活跃用户
339163,0.0,0.0,1,潜力活跃用户
339206,0.0,0.0,1,潜力活跃用户
339327,0.0,0.0,1,潜力活跃用户
339368,0.0,0.0,1,潜力活跃用户
339452,0.0,0.0,1,潜力活跃用户
339608,0.0,0.0,1,潜力活跃用户
339778,0.0,0.0,1,潜力活跃用户
340407,0.0,0.0,1,潜力活跃用户
340414,0.0,0.0,1,潜力活跃用户
340493,0.0,0.0,1,潜力活跃用户
340613,0.0,0.0,1,潜力活跃用户
340692,0.0,0.0,1,潜力活跃用户
341042,0.0,0.0,1,潜力活跃用户
341228,0.0,0.0,1,潜力活跃用户
341553,0.0,0.0,1,潜力活跃用户
341588,0.0,0.0,1,潜力活跃用户
341648,0.0,0.0,1,潜力活跃用户
341870,0.0,0.0,1,潜力活跃用户
341876,0.0,0.0,1,潜力活跃用户
341880,0.0,0.0,1,潜力活跃用户
341933,0.0,0.0,1,潜力活跃用户
342070,0.0,0.0,1,潜力活跃用户
342101,0.0,0.0,1,潜力活跃用户
342165,0.0,0.0,1,潜力活跃用户
342226,0.0,0.0,1,潜力活跃用户
342322,0.0,0.0,1,潜力活跃用户
342346,0.0,0.0,1,潜力活跃用户
